tokens,label
The Commission submitted to the Council and the European Parliament a <e1> report </e1> on the <e2> application </e2> and conditions of implementation of the Agreement .,Message-Topic
<e2> Swelling </e2> of the resin is caused by the <e1> expansion </e1> of the structure as a result of water (or other liquid) molecules penetrating the matrix .,Cause-Effect
"There were <e2> setbacks </e2> and technical problems that ensued from the location <e1> design </e1> , flooding , and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates .",Cause-Effect
"An Israeli woman mistakenly threw out a <e2> mattress </e2> with <e1> money </e1> inside , setting off a frantic search through tons of garbage at a number of landfill sites .",Content-Container
Lauren also explores <e2> bisexuality </e2> in this new <e1> book </e1> .,Message-Topic
"The <e2> researchers </e2> studied the efficiencies of assessment through <e1> exams </e1> , particularly if the marking is routine or automated , are counterbalanced by its limitation .",Instrument-Agency
Plastic water bottles leak <e1> toxic materials </e1> into the <e2> water </e2> .,Entity-Destination
A basic <e1> data entry </e1> has been added to the <e2> database </e2> .,Entity-Destination
Prevention of CAE viral infection is important in <e1> goat </e1> <e2> herd </e2> management because there is no treatment that eliminates CAE virus or vaccine to prevent this disease .,Member-Collection
"We find evidence that Ernst suffered a thrombotic cardiovascular event , i .e . , a myocardial <e2> infraction </e2> triggered by a blood <e1> clot </e1> .",Cause-Effect
I will leave it up to Wes to tell you about the <e2> mask </e2> of <e1> raccoons </e1> we encountered on the trip .,Member-Collection
Some <e1> content </e1> from the <e2> encyclopedia </e2> became a part of Microsoft's Encarta digital encyclopedia .,Entity-Origin
<e1> Fire </e1> was venting from the first floor of a multi-storeyed <e2> building </e2> in South Mumbai's Nariman point area on Monday .,Other
"The <e1> water </e1> evaporated from the <e2> paintings </e2> , leaving only the colored salt behind .",Entity-Origin
The <e1> memory </e1> is stored in the same <e2> neurons </e2> that responded to the odor .,Content-Container
The Perrault <e2> version </e2> is the source of the most familiar Cinderella <e1> tale </e1> .,Entity-Origin
<e2> Strawberry </e2> <e1> jam </e1> is the perfect way to use a glut of strawberries and is so easy to make with this Strawberry Jam recipe .,Entity-Origin
"This <e2> website </e2> is dedicated to providing event <e1> details </e1> , guest book , class photos , rsvp , payment collection and trip planning information .",Component-Whole
It's important you choose the right one as <e1> chain </e1> <e2> saws </e2> are quick to start malfunctioning if the chain saw you choose isn't up to the task at hand .,Component-Whole
The <e1> rod </e1> in the hand priming <e2> tool </e2> is quite long and the handle bottoms out before the primer is completely seated .,Component-Whole
"The charcuterie was well portioned offering lots of variety , well textured , with a nice <e1> accompaniment </e1> of <e2> condiments </e2> and composed salads .",Other
"The <e1> hands </e1> of the <e2> clock </e2> are stainless steel tubing: the hour hand is 14 .5 ft , the minute hand 17 .5 ft and the second hand 21 ft long .",Component-Whole
The <e2> speaker </e2> opens the poem with a <e1> question </e1> addressed to the beloved .,Product-Producer
"When his pullets got ready to start laying , he placed the fake <e1> egg </e1> in a <e2> nest box </e2> , thus giving them the idea that the boxes were the place to lay their eggs .",Entity-Destination
The <e1> robbers </e1> ran away from the <e2> store </e2> without any money .,Entity-Origin
"This is a short <e1> film </e1> with 12 minutes duration on the <e2> life </e2> of a live statue - a mimo - on the streets of Florence , Italy .",Message-Topic
A <e2> skulk </e2> of <e1> thieves </e1> gathered for their monthly summit .,Member-Collection
"Picture books invite students to engage in critical <e1> discussion </e1> of complex <e2> issues </e2> of race , class , and gender .",Message-Topic
The <e1> protesters </e1> carefully chose a private <e2> road </e2> in order not to cause inconvenience to the public .,Other
"The breakdown of the linear relation of J ,1 D at peakeffect region indicates that the <e2> peakeffect </e2> originates from an addition pinning <e1> effect </e1> .",Cause-Effect
This set of buttons comes with the colorful printed paper <e1> insert </e1> placed inside of the gum <e2> machine </e2> .,Content-Container
"When a <e2> bottle </e2> full of <e1> honey </e1> was weighed , its weight was 1 kilogram .",Content-Container
The gist of <e1> trespass </e1> is direct physical <e2> interference </e2> with another's exclusive possession of land .,Other
"The Milky Way , the <e2> galaxy </e2> of billions of <e1> stars </e1> that contains the solar system , has been devouring a much smaller galaxy for hundreds of millions of years , but until now the dwarf galaxy had been mistaken for a portion of the Milky Way itself .",Member-Collection
"The distillation of <e2> corn </e2> <e1> spirits </e1> , which appears to have been first brought to high perfection in Germany , and in Holland , is now become an important assistance to our agriculture , particularly in the departments on the North and East of France .",Entity-Origin
A best-selling <e1> book </e1> by an anonymous CIA <e2> official </e2> assures us that our survival is at stake .,Product-Producer
"One of them jumps from the boat to the bank and turns into a <e2> pile </e2> of <e1> ashes </e1> , as if he had been on the earth for hundreds of years .",Member-Collection
"During camera adjustment , the <e2> surgeon </e2> accidentally tore the choroid and retina with a tissue <e1> forceps </e1> .",Instrument-Agency
The <e1> bleeding </e1> usually originates from an <e2> artery </e2> in the back part of the nose .,Entity-Origin
Here is a detective story involving some scientists and their efforts to explain the origins of a mysterious <e1> garment </e1> found in a <e2> reliquary </e2> .,Content-Container
Many old <e1> products </e1> are exported to developing <e2> countries </e2> .,Entity-Destination
"However , a <e2> headache </e2> from <e1> wine </e1> is often stronger and last longer due to several compounds .",Cause-Effect
Specialists from various <e1> fields </e1> pertinent to the <e2> theme </e2> took part and presented specific aspects of the topic .,Other
The <e1> court </e1> started from the <e2> assumption </e2> that the Constitution applied .,Entity-Origin
"The <e1> container </e1> encloses a one-cup <e2> capacity </e2> , plus with the bonus lid it provides convenient storage of chopped foods .",Other
The Maze procedure crates new pathways for the electrical <e1> impulses </e1> that trigger the <e2> heartbeat </e2> .,Cause-Effect
"Although the <e1> custom </e1> originated in an all male <e2> military </e2> , it is gender neutral .",Entity-Origin
"As a <e2> federation </e2> of the most skilled <e1> workers </e1> , and therefore the best paid workers , the AFL came to identify its own interests closely with the interests of the American system .",Member-Collection
This <e2> volume </e2> contains fifteen <e1> essays </e1> by well-established scholars addressed to various aspects of Russell's wide-ranging and dynamic philosophical work .,Member-Collection
"Early in the <e1> song </e1> , the background <e2> singers </e2> repeat the Christian and Jewish word of praise , Hallelujah .",Other
An association between increased <e1> egg </e1> laying by the leaf <e2> miner </e2> and increased caffeine levels in coffee leaves was recently recognized .,Product-Producer
We discovered that my chronic <e2> migraines </e2> and neck pain were caused by the <e1> injuries </e1> I had sustained in my first car accident two and a half years ago .,Cause-Effect
"The <e1> play </e1> reflects , among other things , <e2> questions </e2> about the nature of political power and the dilemmas facing royal families .",Message-Topic
This is a tutorial on how to fix a mighty <e2> mouse </e2> 's <e1> scroll ball </e1> .,Component-Whole
The 180 cm thick concrete <e1> shield </e1> starts at the <e2> radius </e2> of 600 cm .,Other
"The <e1> information </e1> was inside a sealed <e2> packet </e2> , so purchasers may not have known they could not enter the competition .",Content-Container
Brainwashing <e1> techniques </e1> were used by some British <e2> interrogators </e2> during World War II .,Instrument-Agency
"The <e2> activities </e2> were documented on the <e1> newsreels </e1> of the day , and form part of a new BBC television series .",Message-Topic
"The continuous <e1> rains </e1> had caused the <e2> overflow </e2> of Sulangaling River , a creek of the Muara Batang .",Cause-Effect
The weight of the <e1> pharmaceutical </e1> in a <e2> capsule </e2> is dependent on the volume of the channel in the dosage plate and the density of the pharmaceutical .,Content-Container
He used a real <e2> deck </e2> of <e1> cards </e1> .,Member-Collection
"Dick Olver , chairman of BAE Systems , found himself fighting a battle on two fronts at the <e1> arms </e1> <e2> manufacturer's </e2> annual meeting in London .",Product-Producer
This <e1> disease </e1> is spread to <e2> humans </e2> via fleas from rats infected with the bacteria Yersinia pestis .,Entity-Destination
"Furthermore , the production of <e1> cigarettes </e1> by the major <e2> producer </e2> has continued .",Product-Producer
"<e1> Sun </e1> and wind cause <e2> evaporation </e2> of water , causing rains , and this energy can be caught using hydroelectric power .",Cause-Effect
It has changed the way I think about the <e1> formation </e1> of <e2> parties </e2> and party systems .,Other
